Date,Sales
2013-04-27,5657.653811659193
2013-04-28,184.06457399103138
2013-04-29,9004.647533632287
2013-04-30,9475.419730941703
2013-05-01,180.2439461883408
2013-05-02,8864.906726457399
2013-05-03,8042.455605381166
2013-05-04,5818.582062780269
2013-05-05,179.6744394618834
2013-05-06,6174.816143497758
2013-05-07,6006.952466367713
2013-05-08,6899.713004484305
2013-05-09,209.16143497757847
2013-05-10,7606.642152466367
2013-05-11,5971.894170403588
2013-05-12,193.3560538116592
2013-05-13,8813.000896860987
2013-05-14,7768.822421524664
2013-05-15,6966.622421524664
2013-05-16,7071.647533632287
2013-05-17,7377.435874439462
2013-05-18,5749.292376681615
2013-05-19,203.41524663677131
2013-05-20,227.74529147982062
2013-05-21,6461.395515695067
2013-05-22,5457.609865470852
2013-05-23,5569.044843049327
2013-05-24,5814.4735426008965
2013-05-25,5207.676233183856
2013-05-26,180.8798206278027
2013-05-27,8918.855605381166
2013-05-28,7524.943497757848
2013-05-29,7968.662780269058
2013-05-30,3069.79730941704
2013-05-31,9788.229596412557
2013-06-01,6195.2914798206275
2013-06-02,213.58206278026907
2013-06-03,9098.644843049327
2013-06-04,7647.384753363229
2013-06-05,6890.751569506727
2013-06-06,6857.998206278027
2013-06-07,7145.8798206278025
2013-06-08,5375.598206278027
2013-06-09,202.91479820627802
2013-06-10,5979.784753363228
2013-06-11,5561.816143497758
2013-06-12,5346.209865470852
2013-06-13,5420.813452914798
2013-06-14,6177.083408071749
2013-06-15,5511.060089686099
2013-06-16,201.85201793721973
2013-06-17,9140.24394618834
2013-06-18,7264.830493273543
2013-06-19,6496.643049327355
2013-06-20,6594.897757847533
2013-06-21,7539.264573991031
2013-06-22,5551.043049327354
2013-06-23,201.4421524663677
2013-06-24,5839.65201793722
2013-06-25,5226.754260089686
2013-06-26,5406.452914798207
2013-06-27,5715.6690582959645
2013-06-28,6838.634080717488
2013-06-29,6196.5210762331835
2013-06-30,226.1748878923767
2013-07-01,9642.143497757848
2013-07-02,8014.892376681614
2013-07-03,7548.826905829596
2013-07-04,7585.941704035875
2013-07-05,7519.741704035874
2013-07-06,5315.72735426009
2013-07-07,210.19641255605382
2013-07-08,5966.815246636771
2013-07-09,5522.129147982063
2013-07-10,5604.032286995515
2013-07-11,5814.513004484305
2013-07-12,6008.465470852018
2013-07-13,5369.821524663677
2013-07-14,227.42780269058295
2013-07-15,10300.271748878924
2013-07-16,8213.447533632287
2013-07-17,7416.2941704035875
2013-07-18,7258.0143497757845
2013-07-19,7512.534529147982
2013-07-20,5329.011659192825
2013-07-21,210.95156950672646
2013-07-22,5637.328251121076
2013-07-23,5172.643049327355
2013-07-24,5351.349775784754
2013-07-25,5440.144394618834
2013-07-26,5623.916591928251
2013-07-27,4886.699551569507
2013-07-28,208.4681614349776
2013-07-29,10133.879820627802
2013-07-30,9026.470852017937
2013-07-31,9231.829596412555
2013-08-01,7877.565022421525
2013-08-02,7251.682511210763
2013-08-03,5668.905829596412
2013-08-04,226.7695067264574
2013-08-05,6430.397309417041
2013-08-06,5709.759641255605
2013-08-07,5752.894170403588
2013-08-08,5767.208071748879
2013-08-09,5909.685201793722
2013-08-10,5274.928251121076
2013-08-11,218.25829596412555
2013-08-12,9988.518385650224
2013-08-13,8232.726457399103
2013-08-14,7631.8430493273545
2013-08-15,6304.517488789238
2013-08-16,7298.140807174888
2013-08-17,5008.582959641256
2013-08-18,216.85470852017937
2013-08-19,5731.932735426009
2013-08-20,5372.046636771301
2013-08-21,5109.356053811659
2013-08-22,5165.908520179372
2013-08-23,5413.395515695067
2013-08-24,4841.174887892376
2013-08-25,201.95695067264575
2013-08-26,9239.840358744395
2013-08-27,7530.996412556054
2013-08-28,7030.096860986547
2013-08-29,7148.4313901345295
2013-08-30,8270.47264573991
2013-08-31,5791.948878923767
2013-09-01,225.1031390134529
2013-09-02,6129.966816143497
2013-09-03,5670.474439461884
2013-09-04,5368.4394618834085
2013-09-05,5241.116591928251
2013-09-06,5490.020627802691
2013-09-07,5197.312107623318
2013-09-08,202.2421524663677
2013-09-09,9917.504035874439
2013-09-10,8023.965919282511
2013-09-11,7431.295067264574
2013-09-12,7260.992825112107
2013-09-13,7508.247533632287
2013-09-14,5286.390134529148
2013-09-15,200.96502242152465
2013-09-16,5498.570403587444
2013-09-17,5188.395515695067
2013-09-18,4877.303139013453
2013-09-19,5199.132735426009
2013-09-20,5419.522869955157
2013-09-21,5152.575784753363
2013-09-22,183.1067264573991
2013-09-23,8474.751569506727
2013-09-24,7105.328251121076
2013-09-25,6628.307623318386
2013-09-26,6716.877130044843
2013-09-27,7414.704932735426
2013-09-28,5600.940807174888
2013-09-29,205.26905829596413
2013-09-30,6870.830493273543
2013-10-01,5988.520179372197
2013-10-02,6429.500448430494
2013-10-03,256.0699551569507
2013-10-04,7351.242152466368
2013-10-05,5508.539013452915
2013-10-06,194.8816143497758
2013-10-07,9921.434977578476
2013-10-08,8026.092376681614
2013-10-09,7255.362331838565
2013-10-10,7004.329147982063
2013-10-11,7301.827802690583
2013-10-12,5563.812556053812
2013-10-13,203.64484304932736
2013-10-14,5893.636771300448
2013-10-15,5259.5533632287
2013-10-16,5321.828699551569
2013-10-17,5256.648430493274
2013-10-18,5667.774887892377
2013-10-19,5263.611659192825
2013-10-20,186.8762331838565
2013-10-21,8819.617040358744
2013-10-22,7109.91928251121
2013-10-23,6651.748878923767
2013-10-24,6617.629596412556
2013-10-25,6806.330044843049
2013-10-26,5152.242152466368
2013-10-27,195.65829596412556
2013-10-28,5230.32735426009
2013-10-29,5511.700448430493
2013-10-30,6251.12466367713
2013-10-31,6105.537219730942
2013-11-01,3534.073542600897
2013-11-02,6646.1964125560535
2013-11-03,157.72556053811658
2013-11-04,9478.383856502242
2013-11-05,8346.700448430493
2013-11-06,7376.454708520179
2013-11-07,7131.676233183856
2013-11-08,7572.941704035875
2013-11-09,5889.453811659193
2013-11-10,168.47713004484305
2013-11-11,5761.235874439461
2013-11-12,5383.990134529148
2013-11-13,5406.8852017937215
2013-11-14,5506.998206278027
2013-11-15,6046.625112107623
2013-11-16,5924.627802690583
2013-11-17,174.542600896861
2013-11-18,9442.70403587444
2013-11-19,7978.374887892377
2013-11-20,6701.805381165919
2013-11-21,7250.626905829597
2013-11-22,7353.458295964126
2013-11-23,5913.073542600897
2013-11-24,177.67713004484304
2013-11-25,6461.711210762332
2013-11-26,5985.384753363229
2013-11-27,6031.765022421525
2013-11-28,6513.181165919283
2013-11-29,7895.308520179372
2013-11-30,7725.989237668162
2013-12-01,197.3390134529148
2013-12-02,11634.47533632287
2013-12-03,9789.635874439462
2013-12-04,9151.452914798207
2013-12-05,9234.752466367712
2013-12-06,7561.860986547085
2013-12-07,6485.328251121076
2013-12-08,170.51569506726457
2013-12-09,6822.9381165919285
2013-12-10,6689.007174887893
2013-12-11,6605.031390134529
2013-12-12,6744.572197309417
2013-12-13,7185.934529147982
2013-12-14,7119.502242152466
2013-12-15,191.95695067264575
2013-12-16,14012.15067264574
2013-12-17,11707.617040358744
2013-12-18,10932.443049327354
2013-12-19,10529.392825112107
2013-12-20,11062.328251121076
2013-12-21,9116.920179372197
2013-12-22,236.752466367713
2013-12-23,12870.00538116592
2013-12-24,4693.101345291479
2013-12-25,127.87892376681614
2013-12-26,169.14529147982063
2013-12-27,7326.0699551569505
2013-12-28,6032.796412556054
2013-12-29,203.1865470852018
2013-12-30,9140.928251121077
2013-12-31,4067.142600896861
2014-01-01,105.92645739910314
2014-01-02,6260.588340807175
2014-01-03,6299.778475336323
2014-01-04,5701.577578475336
2014-01-05,165.8340807174888
2014-01-06,7768.365022421524
2014-01-07,9378.414349775785
2014-01-08,7751.783856502242
2014-01-09,7189.813452914798
2014-01-10,7666.970403587444
2014-01-11,5588.50134529148
2014-01-12,157.61793721973095
2014-01-13,5461.819730941704
2014-01-14,5189.09596412556
2014-01-15,5183.3417040358745
2014-01-16,5130.283408071748
2014-01-17,5679.4843049327355
2014-01-18,5572.225112107623
2014-01-19,157.64843049327354
2014-01-20,9550.510313901344
2014-01-21,7601.082511210762
2014-01-22,7148.241255605381
2014-01-23,6839.074439461883
2014-01-24,7042.131838565022
2014-01-25,5368.640358744395
2014-01-26,143.63497757847534
2014-01-27,5102.793721973094
2014-01-28,5193.365022421524
2014-01-29,5210.304035874439
2014-01-30,5661.944394618834
2014-01-31,7117.356950672645
2014-02-01,6218.986547085202
2014-02-02,192.77130044843048
2014-02-03,10545.058295964125
2014-02-04,8656.028699551569
2014-02-05,7584.741704035874
2014-02-06,7377.814349775785
2014-02-07,7242.437668161435
2014-02-08,5728.884304932735
2014-02-09,170.60627802690584
2014-02-10,5786.017937219731
2014-02-11,5432.146188340807
2014-02-12,5422.82331838565
2014-02-13,5542.97399103139
2014-02-14,6355.730941704036
2014-02-15,5644.572197309417
2014-02-16,170.54529147982063
2014-02-17,9574.274439461884
2014-02-18,7810.121076233184
2014-02-19,7045.666367713005
2014-02-20,6940.707623318385
2014-02-21,7051.401793721973
2014-02-22,5492.270852017938
2014-02-23,165.92376681614348
2014-02-24,5413.454708520179
2014-02-25,5109.819730941704
2014-02-26,5345.693273542601
2014-02-27,5386.930941704036
2014-02-28,7062.158744394619
2014-03-01,6357.808968609866
2014-03-02,202.29955156950672
2014-03-03,9197.04932735426
2014-03-04,8261.847533632286
2014-03-05,7895.038565022422
2014-03-06,7573.625112107623
2014-03-07,7611.0224215246635
2014-03-08,5449.270852017938
2014-03-09,167.81165919282512
2014-03-10,5564.828699551569
2014-03-11,5296.863677130045
2014-03-12,5197.392825112108
2014-03-13,5290.495067264574
2014-03-14,5782.5713004484305
2014-03-15,5659.257399103139
2014-03-16,191.14349775784754
2014-03-17,9248.164125560537
2014-03-18,7557.310313901346
2014-03-19,7040.269058295964
2014-03-20,6438.939910313901
2014-03-21,6889.371300448431
2014-03-22,5539.848430493274
2014-03-23,195.08251121076233
2014-03-24,5835.506726457399
2014-03-25,5300.067264573991
2014-03-26,5238.516591928251
2014-03-27,5403.337219730942
2014-03-28,6118.450224215247
2014-03-29,5604.32197309417
2014-03-30,185.69058295964126
2014-03-31,10818.77399103139
2014-04-01,8174.203587443946
2014-04-02,7456.903139013453
2014-04-03,7367.94798206278
2014-04-04,7690.587443946189
2014-04-05,5884.079820627802
2014-04-06,200.14618834080719
2014-04-07,5941.440358744395
2014-04-08,5603.737219730941
2014-04-09,5749.085201793722
2014-04-10,5851.57937219731
2014-04-11,6197.534529147982
2014-04-12,5729.236771300449
2014-04-13,216.5695067264574
2014-04-14,10478.151569506726
2014-04-15,9568.038565022422
2014-04-16,8990.896860986548
2014-04-17,9289.164125560537
2014-04-18,199.4304932735426
2014-04-19,7558.752466367713
2014-04-20,167.53273542600897
2014-04-21,216.13273542600896
2014-04-22,6252.695964125561
2014-04-23,5379.081614349776
2014-04-24,5416.283408071748
2014-04-25,5578.434977578475
2014-04-26,5352.908520179372
2014-04-27,196.97757847533632
2014-04-28,9567.630493273542
2014-04-29,8481.730941704036
2014-04-30,9722.905829596413
2014-05-01,213.5219730941704
2014-05-02,10144.12466367713
2014-05-03,6143.7955156950675
2014-05-04,204.04125560538117
2014-05-05,9683.464573991032
2014-05-06,8138.000896860986
2014-05-07,7580.111210762332
2014-05-08,7494.622421524664
2014-05-09,7823.000896860986
2014-05-10,6123.794618834081
2014-05-11,217.7730941704036
2014-05-12,5725.132735426009
2014-05-13,5496.5264573991035
2014-05-14,5507.657399103139
2014-05-15,5607.992825112107
2014-05-16,5843.2044843049325
2014-05-17,5428.419730941704
2014-05-18,210.57040358744393
2014-05-19,9062.170403587445
2014-05-20,7411.986547085202
2014-05-21,6930.091479820628
2014-05-22,6742.415246636771
2014-05-23,7333.640358744395
2014-05-24,5498.488789237668
2014-05-25,200.98385650224216
2014-05-26,5820.09865470852
2014-05-27,5637.789237668161
2014-05-28,7125.015246636772
2014-05-29,262.11121076233184
2014-05-30,8831.2932735426
2014-05-31,6170.947085201794
2014-06-01,237.37219730941703
2014-06-02,10459.809865470852
2014-06-03,8608.537219730943
2014-06-04,7898.961434977578
2014-06-05,7903.418834080718
2014-06-06,7943.652914798206
2014-06-07,6036.959641255606
2014-06-08,247.5237668161435
2014-06-09,258.45829596412557
2014-06-10,6651.184753363229
2014-06-11,5998.891479820628
2014-06-12,6223.50134529148
2014-06-13,6339.317488789237
2014-06-14,5896.119282511211
2014-06-15,213.69775784753364
2014-06-16,9589.270852017937
2014-06-17,8336.45739910314
2014-06-18,8125.116591928251
2014-06-19,2966.606278026906
2014-06-20,8684.66995515695
2014-06-21,5440.169506726457
2014-06-22,206.87713004484306
2014-06-23,5923.737219730941
2014-06-24,5417.910313901345
2014-06-25,5361.258295964126
2014-06-26,5204.027802690583
2014-06-27,6198.152466367713
2014-06-28,5907.206278026906
2014-06-29,230.95336322869954
2014-06-30,11935.965919282511
2014-07-01,8812.887700534759
2014-07-02,8244.486631016043
2014-07-03,7705.520855614974
2014-07-04,6971.890909090909
2014-07-05,5750.998930481283
2014-07-06,258.20641711229945
2014-07-07,6480.841711229947
2014-07-08,5475.275935828877
2014-07-09,5304.266310160428
2014-07-10,6127.595721925134
2014-07-11,6194.262032085561
2014-07-12,5700.1326203208555
2014-07-13,286.7700534759358
2014-07-14,9206.111229946524
2014-07-15,8219.244919786097
2014-07-16,7676.834224598931
2014-07-17,7312.487700534759
2014-07-18,7109.427807486631
2014-07-19,5015.260962566845
2014-07-20,265.33903743315506
2014-07-21,6086.401069518716
2014-07-22,5641.27807486631
2014-07-23,5421.16256684492
2014-07-24,5539.065240641711
2014-07-25,5875.313368983957
2014-07-26,5227.178609625668
2014-07-27,261.64491978609624
2014-07-28,9130.351871657755
2014-07-29,7832.690909090909
2014-07-30,7987.8748663101605
2014-07-31,8860.701604278074
2014-08-01,8069.218181818182
2014-08-02,5668.92513368984
2014-08-03,292.04064171122997
2014-08-04,9692.7807486631
2014-08-05,8053.844919786096
2014-08-06,7176.054545454545
2014-08-07,7243.512299465241
2014-08-08,7028.729411764706
2014-08-09,5282.273796791444
2014-08-10,267.0010695187166
2014-08-11,6257.653475935829
2014-08-12,5648.967914438503
2014-08-13,5507.933689839572
2014-08-14,5770.07807486631
2014-08-15,5984.095187165775
2014-08-16,5370.624598930482
2014-08-17,273.59144385026735
2014-08-18,9894.075935828878
2014-08-19,8233.635294117646
2014-08-20,7511.0139037433155
2014-08-21,7076.151871657754
2014-08-22,7099.8064171123
2014-08-23,5302.705882352941
2014-08-24,266.13582887700534
2014-08-25,6150.548663101605
2014-08-26,5407.87807486631
2014-08-27,5526.52192513369
2014-08-28,5727.926203208556
2014-08-29,7018.992513368984
2014-08-30,6035.347593582887
2014-08-31,293.99358288770054
2014-09-01,10414.120855614974
2014-09-02,8400.795721925133
2014-09-03,7668.604278074867
2014-09-04,7272.545454545455
2014-09-05,7389.031016042781
2014-09-06,5359.103743315508
2014-09-07,243.97326203208556
2014-09-08,6048.451336898395
2014-09-09,5625.520855614974
2014-09-10,5583.601069518717
2014-09-11,5656.170053475936
2014-09-12,5860.735828877006
2014-09-13,5491.517647058824
2014-09-14,260.4737967914439
2014-09-15,9330.842780748662
2014-09-16,7691.052406417112
2014-09-17,6966.570053475936
2014-09-18,6842.221390374331
2014-09-19,7005.914438502674
2014-09-20,5257.402139037433
2014-09-21,259.1465240641711
2014-09-22,5644.540106951872
2014-09-23,5323.1251336898395
2014-09-24,5140.098395721925
2014-09-25,5315.062032085561
2014-09-26,5690.626737967915
2014-09-27,5321.268449197861
2014-09-28,235.9807486631016
2014-09-29,9142.551871657754
2014-09-30,9512.072727272727
2014-10-01,8237.790374331551
2014-10-02,8722.772192513368
2014-10-03,329.3989304812834
2014-10-04,6872.816042780749
2014-10-05,241.49304812834225
2014-10-06,9656.293048128342
2014-10-07,7842.549732620321
2014-10-08,7347.344385026738
2014-10-09,7290.703743315508
2014-10-10,7537.330481283422
2014-10-11,5551.008556149733
2014-10-12,257.1368983957219
2014-10-13,5824.577540106952
2014-10-14,5576.19679144385
2014-10-15,5465.669518716578
2014-10-16,5539.514438502674
2014-10-17,5828.541176470589
2014-10-18,5289.554010695188
2014-10-19,219.24171122994653
2014-10-20,8640.459893048128
2014-10-21,7141.576470588236
2014-10-22,6555.970053475936
2014-10-23,6912.948663101604
2014-10-24,6976.779679144385
2014-10-25,5234.977540106952
2014-10-26,234.6085561497326
2014-10-27,5891.273796791444
2014-10-28,5522.732620320856
2014-10-29,5652.422459893048
2014-10-30,6707.906951871658
2014-10-31,6530.92192513369
2014-11-01,3767.2673796791446
2014-11-02,228.6
2014-11-03,10645.767914438502
2014-11-04,8750.039572192514
2014-11-05,8013.904812834225
2014-11-06,7683.484491978609
2014-11-07,7805.648128342246
2014-11-08,6020.773262032086
2014-11-09,190.1326203208556
2014-11-10,8658.08128342246
2014-11-11,7575.556149732621
2014-11-12,7151.182887700535
2014-11-13,7219.443850267379
2014-11-14,7556.026737967914
2014-11-15,5964.095187165775
2014-11-16,217.59679144385026
2014-11-17,6256.401069518716
2014-11-18,5740.68128342246
2014-11-19,5228.625668449198
2014-11-20,5963.505882352942
2014-11-21,6220.870588235294
2014-11-22,5906.447058823529
2014-11-23,212.08342245989306
2014-11-24,9647.395721925133
2014-11-25,8415.783957219252
2014-11-26,8040.944385026738
2014-11-27,8414.449197860962
2014-11-28,9810.397860962566
2014-11-29,7813.419251336898
2014-11-30,258.88342245989304
2014-12-01,10991.412834224599
2014-12-02,9458.633155080213
2014-12-03,8832.105882352942
2014-12-04,9148.708021390374
2014-12-05,10483.268449197862
2014-12-06,6929.84064171123
2014-12-07,210.12727272727273
2014-12-08,7016.058823529412
2014-12-09,6769.763636363637
2014-12-10,6320.64385026738
2014-12-11,6584.966844919786
2014-12-12,6953.166844919786
2014-12-13,7250.509090909091
2014-12-14,233.8716577540107
2014-12-15,12976.87807486631
2014-12-16,11359.422459893049
2014-12-17,10142.658823529411
2014-12-18,10490.066310160428
2014-12-19,10180.202139037434
2014-12-20,8509.530481283422
2014-12-21,277.2705882352941
2014-12-22,11772.87807486631
2014-12-23,11456.817112299464
2014-12-24,4933.386096256684
2014-12-25,166.18823529411765
2014-12-26,219.50588235294117
2014-12-27,6107.264171122994
2014-12-28,233.23101604278074
2014-12-29,7798.316577540107
2014-12-30,8198.655614973262
2014-12-31,4166.407486631016
2015-01-01,116.7372197309417
2015-01-02,6781.552466367713
2015-01-03,5515.97399103139
2015-01-04,176.85470852017937
2015-01-05,10137.941704035875
2015-01-06,6091.0143497757845
2015-01-07,7732.607174887892
2015-01-08,6857.9775784753365
2015-01-09,7125.907623318386
2015-01-10,5630.261883408071
2015-01-11,164.45470852017937
2015-01-12,8825.707623318385
2015-01-13,7657.909417040359
2015-01-14,7068.780269058296
2015-01-15,6973.035874439462
2015-01-16,7583.989237668162
2015-01-17,5852.638565022422
2015-01-18,175.58565022421524
2015-01-19,5727.704932735426
2015-01-20,5151.714798206278
2015-01-21,5275.37668161435
2015-01-22,5321.895067264574
2015-01-23,5673.691479820628
2015-01-24,5211.990134529148
2015-01-25,160.56322869955156
2015-01-26,8432.110313901345
2015-01-27,7526.764125560539
2015-01-28,7112.140807174888
2015-01-29,7196.471748878924
2015-01-30,8479.77937219731
2015-01-31,6596.051121076233
2015-02-01,202.29237668161434
2015-02-02,9229.75067264574
2015-02-03,7986.260089686099
2015-02-04,7296.9273542600895
2015-02-05,7151.494170403587
2015-02-06,7569.315695067265
2015-02-07,5914.50134529148
2015-02-08,186.73452914798207
2015-02-09,5809.145291479821
2015-02-10,5690.662780269058
2015-02-11,5734.076233183857
2015-02-12,5516.660089686098
2015-02-13,6468.481614349776
2015-02-14,6010.189237668162
2015-02-15,194.84932735426008
2015-02-16,8360.534529147983
2015-02-17,7443.474439461884
2015-02-18,7227.255605381166
2015-02-19,7202.845739910314
2015-02-20,7259.59730941704
2015-02-21,5642.082511210762
2015-02-22,178.85112107623317
2015-02-23,5367.695067264574
2015-02-24,5400.884304932735
2015-02-25,5406.604484304933
2015-02-26,5804.231390134529
2015-02-27,6976.632286995516
2015-02-28,6656.273542600897
2015-03-01,205.32914798206278
2015-03-02,9805.512107623319
2015-03-03,8282.440358744394
2015-03-04,7553.076233183857
2015-03-05,7411.079820627802
2015-03-06,7627.361434977578
2015-03-07,5887.910313901345
2015-03-08,180.5748878923767
2015-03-09,6067.290582959641
2015-03-10,5570.422421524664
2015-03-11,5625.134529147982
2015-03-12,5718.614349775785
2015-03-13,6226.093273542601
2015-03-14,5942.598206278027
2015-03-15,219.28699551569505
2015-03-16,9755.465470852017
2015-03-17,7885.996412556054
2015-03-18,7168.8511210762335
2015-03-19,7241.1488789237665
2015-03-20,7435.962331838565
2015-03-21,5738.200896860986
2015-03-22,211.52645739910315
2015-03-23,6088.640358744395
2015-03-24,5584.178475336323
2015-03-25,5447.339910313902
2015-03-26,5706.487892376682
2015-03-27,6347.990134529148
2015-03-28,6124.747085201794
2015-03-29,202.90762331838565
2015-03-30,11095.473542600897
2015-03-31,10065.392825112107
2015-04-01,9956.977578475336
2015-04-02,10224.616143497758
2015-04-03,217.4645739910314
2015-04-04,8400.500448430494
2015-04-05,194.80807174887892
2015-04-06,244.77219730941704
2015-04-07,7081.7533632286995
2015-04-08,6090.268161434978
2015-04-09,5883.834080717489
2015-04-10,5981.380269058296
2015-04-11,5780.716591928252
2015-04-12,219.6914798206278
2015-04-13,9932.737219730941
2015-04-14,8220.677130044844
2015-04-15,7177.139910313901
2015-04-16,7530.650224215246
2015-04-17,7837.0645739910315
2015-04-18,5891.6466367713
2015-04-19,212.8627802690583
2015-04-20,5909.2941704035875
2015-04-21,5416.559641255605
2015-04-22,5454.883408071749
2015-04-23,5518.8511210762335
2015-04-24,5710.816143497758
2015-04-25,5655.113004484305
2015-04-26,209.9488789237668
2015-04-27,9511.659192825113
2015-04-28,8343.479820627803
2015-04-29,8536.056502242152
2015-04-30,10159.504035874439
2015-05-01,236.97847533632287
2015-05-02,7860.972197309417
2015-05-03,223.50403587443947
2015-05-04,9861.799103139014
2015-05-05,7873.478026905829
2015-05-06,7743.118385650224
2015-05-07,7668.713901345292
2015-05-08,7771.759641255605
2015-05-09,6418.888789237668
2015-05-10,225.7578475336323
2015-05-11,6038.232286995516
2015-05-12,5996.6609865470855
2015-05-13,7307.557847533632
2015-05-14,259.41434977578473
2015-05-15,7709.886995515695
2015-05-16,5827.665470852018
2015-05-17,229.30941704035874
2015-05-18,9509.632286995517
2015-05-19,8005.375784753363
2015-05-20,7493.719282511211
2015-05-21,7379.740807174888
2015-05-22,7490.834977578475
2015-05-23,6075.170403587444
2015-05-24,234.42600896860986
2015-05-25,268.58565022421527
2015-05-26,6974.361434977578
2015-05-27,6167.213452914798
2015-05-28,6255.419730941704
2015-05-29,7509.255605381166
2015-05-30,6768.40269058296
2015-05-31,249.94618834080717
2015-06-01,10532.390134529149
2015-06-02,8901.518385650224
2015-06-03,8728.063677130045
2015-06-04,3169.7139013452916
2015-06-05,8721.877130044842
2015-06-06,5810.330044843049
2015-06-07,235.42331838565022
2015-06-08,6606.978475336323
2015-06-09,6157.838565022422
2015-06-10,5851.785650224215
2015-06-11,5877.20269058296
2015-06-12,5925.050224215247
2015-06-13,5838.799103139014
2015-06-14,241.73363228699552
2015-06-15,10376.77130044843
2015-06-16,8642.822421524663
2015-06-17,7729.57668161435
2015-06-18,7346.509417040359
2015-06-19,7585.876233183856
2015-06-20,5731.534529147982
2015-06-21,224.0798206278027
2015-06-22,5876.715695067264
2015-06-23,5643.382959641255
2015-06-24,5612.039461883408
2015-06-25,5571.088789237669
2015-06-26,5950.3919282511215
2015-06-27,5863.958744394618
2015-06-28,235.5775784753363
2015-06-29,10687.598206278028
2015-06-30,10299.490582959641
2015-07-01,8062.486098654708
2015-07-02,7575.15067264574
2015-07-03,7650.572197309417
2015-07-04,5429.843946188341
2015-07-05,241.4780269058296
2015-07-06,6762.7560538116595
2015-07-07,5733.653811659193
2015-07-08,6202.354260089686
2015-07-09,6222.584753363229
2015-07-10,6336.241255605381
2015-07-11,5616.163228699552
2015-07-12,248.47264573991032
2015-07-13,9723.10941704036
2015-07-14,8377.044843049327
2015-07-15,7853.037668161435
2015-07-16,7510.2
2015-07-17,7129.450224215247
2015-07-18,5783.8403587443945
